model,dataset,relative_path,video_sha256,theta,k,sequence_scores,detected,alert_score_index_zero_based,alert_frame_one_based,delay_seconds_at_25fps,alert_rolling_score
lstm_original_grouped,RLVS,Violence/V_426.mp4,3c0593c6576e33b069400fbd1d606996e37cebad0c82e9d2a8592bd10d341f69,0.7,5,23,1,4,40,1.600000,0.975831473
lstm_augmented_grouped,RLVS,Violence/V_426.mp4,3c0593c6576e33b069400fbd1d606996e37cebad0c82e9d2a8592bd10d341f69,0.7,7,23,1,6,50,2.000000,0.974518572
gru_original_grouped,RLVS,Violence/V_426.mp4,3c0593c6576e33b069400fbd1d606996e37cebad0c82e9d2a8592bd10d341f69,0.65,5,23,1,4,40,1.600000,0.984066141
gru_augmented_grouped,RLVS,Violence/V_426.mp4,3c0593c6576e33b069400fbd1d606996e37cebad0c82e9d2a8592bd10d341f69,0.65,10,23,1,9,65,2.600000,0.980908847
lstm_original_grouped,RLVS,Violence/V_138.mp4,964e3d5b0043e9bb38af96492d10dd9eeb43e87b6b6ace7474d3a5e914951acd,0.7,5,32,1,4,40,1.600000,0.959799778
lstm_augmented_grouped,RLVS,Violence/V_138.mp4,964e3d5b0043e9bb38af96492d10dd9eeb43e87b6b6ace7474d3a5e914951acd,0.7,7,32,1,6,50,2.000000,0.939924334
gru_original_grouped,RLVS,Violence/V_138.mp4,964e3d5b0043e9bb38af96492d10dd9eeb43e87b6b6ace7474d3a5e914951acd,0.65,5,32,1,4,40,1.600000,0.931867206
gru_augmented_grouped,RLVS,Violence/V_138.mp4,964e3d5b0043e9bb38af96492d10dd9eeb43e87b6b6ace7474d3a5e914951acd,0.65,10,32,1,9,65,2.600000,0.943359143
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0144.avi,36589c1342bfbd509482dcd8c469573797ac21b4a463731f1dced0dd02b13ef4,0.7,5,27,1,4,40,1.600000,0.885532463
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0144.avi,36589c1342bfbd509482dcd8c469573797ac21b4a463731f1dced0dd02b13ef4,0.7,7,27,1,6,50,2.000000,0.906392642
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0144.avi,36589c1342bfbd509482dcd8c469573797ac21b4a463731f1dced0dd02b13ef4,0.65,5,27,1,4,40,1.600000,0.694106889
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0144.avi,36589c1342bfbd509482dcd8c469573797ac21b4a463731f1dced0dd02b13ef4,0.65,10,27,1,9,65,2.600000,0.752593887
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0471.avi,82973ab4178f9a31617a222ea47064c3ec804f0ede3dda14845efc6dce1fd45f,0.7,5,27,1,7,55,2.200000,0.706287384
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0471.avi,82973ab4178f9a31617a222ea47064c3ec804f0ede3dda14845efc6dce1fd45f,0.7,7,27,1,6,50,2.000000,0.858279475
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0471.avi,82973ab4178f9a31617a222ea47064c3ec804f0ede3dda14845efc6dce1fd45f,0.65,5,27,1,4,40,1.600000,0.661052537
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0471.avi,82973ab4178f9a31617a222ea47064c3ec804f0ede3dda14845efc6dce1fd45f,0.65,10,27,1,9,65,2.600000,0.831914800
lstm_original_grouped,RLVS,Violence/V_443.mp4,20508043c9228be2ac71d13882ee7837782de3501d75cd5380bd9816d6b4a53b,0.7,5,25,1,4,40,1.600000,0.988333178
lstm_augmented_grouped,RLVS,Violence/V_443.mp4,20508043c9228be2ac71d13882ee7837782de3501d75cd5380bd9816d6b4a53b,0.7,7,25,1,6,50,2.000000,0.981447603
gru_original_grouped,RLVS,Violence/V_443.mp4,20508043c9228be2ac71d13882ee7837782de3501d75cd5380bd9816d6b4a53b,0.65,5,25,1,4,40,1.600000,0.988438487
gru_augmented_grouped,RLVS,Violence/V_443.mp4,20508043c9228be2ac71d13882ee7837782de3501d75cd5380bd9816d6b4a53b,0.65,10,25,1,9,65,2.600000,0.985673362
lstm_original_grouped,RLVS,Violence/V_263.mp4,20ccf8a7898df923d998028f908183997ce62689061f8e37eacb85581a1ad2f0,0.7,5,26,1,4,40,1.600000,0.732598448
lstm_augmented_grouped,RLVS,Violence/V_263.mp4,20ccf8a7898df923d998028f908183997ce62689061f8e37eacb85581a1ad2f0,0.7,7,26,1,15,95,3.800000,0.716091062
gru_original_grouped,RLVS,Violence/V_263.mp4,20ccf8a7898df923d998028f908183997ce62689061f8e37eacb85581a1ad2f0,0.65,5,26,1,13,85,3.400000,0.672311497
gru_augmented_grouped,RLVS,Violence/V_263.mp4,20ccf8a7898df923d998028f908183997ce62689061f8e37eacb85581a1ad2f0,0.65,10,26,0,,,,
lstm_original_grouped,RLVS,Violence/V_5.mp4,0aed05c12a7c06a3af2b408e49edb7ead118dba224fa03ea0d4762a03fe648b2,0.7,5,19,1,4,40,1.600000,0.986274862
lstm_augmented_grouped,RLVS,Violence/V_5.mp4,0aed05c12a7c06a3af2b408e49edb7ead118dba224fa03ea0d4762a03fe648b2,0.7,7,19,1,6,50,2.000000,0.979976143
gru_original_grouped,RLVS,Violence/V_5.mp4,0aed05c12a7c06a3af2b408e49edb7ead118dba224fa03ea0d4762a03fe648b2,0.65,5,19,1,4,40,1.600000,0.994519627
gru_augmented_grouped,RLVS,Violence/V_5.mp4,0aed05c12a7c06a3af2b408e49edb7ead118dba224fa03ea0d4762a03fe648b2,0.65,10,19,1,9,65,2.600000,0.986017752
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0754.avi,d7128ed1dbc2cb22c7bfb60740d8a967443824412b706c3d57043ad1c1a5397e,0.7,5,27,1,4,40,1.600000,0.879276800
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0754.avi,d7128ed1dbc2cb22c7bfb60740d8a967443824412b706c3d57043ad1c1a5397e,0.7,7,27,1,6,50,2.000000,0.898510890
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0754.avi,d7128ed1dbc2cb22c7bfb60740d8a967443824412b706c3d57043ad1c1a5397e,0.65,5,27,1,4,40,1.600000,0.945165884
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0754.avi,d7128ed1dbc2cb22c7bfb60740d8a967443824412b706c3d57043ad1c1a5397e,0.65,10,27,1,9,65,2.600000,0.970777106
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0163.avi,49bea4e76f38b841fd6c939d4c6fe06a2aaf324a76df34355948967212bf5617,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0163.avi,49bea4e76f38b841fd6c939d4c6fe06a2aaf324a76df34355948967212bf5617,0.7,7,27,1,6,50,2.000000,0.701815171
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0163.avi,49bea4e76f38b841fd6c939d4c6fe06a2aaf324a76df34355948967212bf5617,0.65,5,27,1,10,70,2.800000,0.658482337
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0163.avi,49bea4e76f38b841fd6c939d4c6fe06a2aaf324a76df34355948967212bf5617,0.65,10,27,1,9,65,2.600000,0.757451302
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0063.avi,c71399a1d057071b7f063c5ffb96a0465e08c0874c53264e3e55905c9f1f6bba,0.7,5,27,1,4,40,1.600000,0.973405933
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0063.avi,c71399a1d057071b7f063c5ffb96a0465e08c0874c53264e3e55905c9f1f6bba,0.7,7,27,1,6,50,2.000000,0.961209425
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0063.avi,c71399a1d057071b7f063c5ffb96a0465e08c0874c53264e3e55905c9f1f6bba,0.65,5,27,1,4,40,1.600000,0.725639933
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0063.avi,c71399a1d057071b7f063c5ffb96a0465e08c0874c53264e3e55905c9f1f6bba,0.65,10,27,1,9,65,2.600000,0.815630031
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0114.avi,616018b736573d70d0ebbe9f185952b72bd390d693f463f6dc363536bfe35e2f,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0114.avi,616018b736573d70d0ebbe9f185952b72bd390d693f463f6dc363536bfe35e2f,0.7,7,27,1,6,50,2.000000,0.802442755
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0114.avi,616018b736573d70d0ebbe9f185952b72bd390d693f463f6dc363536bfe35e2f,0.65,5,27,1,4,40,1.600000,0.676874650
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0114.avi,616018b736573d70d0ebbe9f185952b72bd390d693f463f6dc363536bfe35e2f,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_132.mp4,9a4b0a1a9f6f23238c0d2f671211913a23e4f5eb1da06eca45bb6f0988521f92,0.7,5,32,1,4,40,1.600000,0.977664113
lstm_augmented_grouped,RLVS,Violence/V_132.mp4,9a4b0a1a9f6f23238c0d2f671211913a23e4f5eb1da06eca45bb6f0988521f92,0.7,7,32,1,6,50,2.000000,0.974748407
gru_original_grouped,RLVS,Violence/V_132.mp4,9a4b0a1a9f6f23238c0d2f671211913a23e4f5eb1da06eca45bb6f0988521f92,0.65,5,32,1,4,40,1.600000,0.991126561
gru_augmented_grouped,RLVS,Violence/V_132.mp4,9a4b0a1a9f6f23238c0d2f671211913a23e4f5eb1da06eca45bb6f0988521f92,0.65,10,32,1,9,65,2.600000,0.989077735
lstm_original_grouped,RLVS,Violence/V_466.mp4,5fe0b14f785ba9cc3703fc1e862478b345d8bf0f09413d9c99707413384d7fda,0.7,5,30,1,4,40,1.600000,0.972936714
lstm_augmented_grouped,RLVS,Violence/V_466.mp4,5fe0b14f785ba9cc3703fc1e862478b345d8bf0f09413d9c99707413384d7fda,0.7,7,30,1,6,50,2.000000,0.967468177
gru_original_grouped,RLVS,Violence/V_466.mp4,5fe0b14f785ba9cc3703fc1e862478b345d8bf0f09413d9c99707413384d7fda,0.65,5,30,1,4,40,1.600000,0.972020268
gru_augmented_grouped,RLVS,Violence/V_466.mp4,5fe0b14f785ba9cc3703fc1e862478b345d8bf0f09413d9c99707413384d7fda,0.65,10,30,1,9,65,2.600000,0.968623102
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0083.avi,60591ba1c0b2424e0460cea2ca19de40c445cf80ac8bca1668c77d8b16ccf3df,0.7,5,27,1,4,40,1.600000,0.792736578
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0083.avi,60591ba1c0b2424e0460cea2ca19de40c445cf80ac8bca1668c77d8b16ccf3df,0.7,7,27,1,6,50,2.000000,0.944730214
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0083.avi,60591ba1c0b2424e0460cea2ca19de40c445cf80ac8bca1668c77d8b16ccf3df,0.65,5,27,1,4,40,1.600000,0.769091797
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0083.avi,60591ba1c0b2424e0460cea2ca19de40c445cf80ac8bca1668c77d8b16ccf3df,0.65,10,27,1,9,65,2.600000,0.686319041
lstm_original_grouped,RLVS,Violence/V_790.mp4,351f18a0f89e287ba9ff8a7b7981fc8b3c89f8804736e407d42e2acc5a6e4984,0.7,5,24,1,4,40,1.600000,0.977195430
lstm_augmented_grouped,RLVS,Violence/V_790.mp4,351f18a0f89e287ba9ff8a7b7981fc8b3c89f8804736e407d42e2acc5a6e4984,0.7,7,24,1,6,50,2.000000,0.981912460
gru_original_grouped,RLVS,Violence/V_790.mp4,351f18a0f89e287ba9ff8a7b7981fc8b3c89f8804736e407d42e2acc5a6e4984,0.65,5,24,1,4,40,1.600000,0.951748395
gru_augmented_grouped,RLVS,Violence/V_790.mp4,351f18a0f89e287ba9ff8a7b7981fc8b3c89f8804736e407d42e2acc5a6e4984,0.65,10,24,1,9,65,2.600000,0.957581049
lstm_original_grouped,RLVS,Violence/V_601.mp4,5741695b1f316e99813776a784d5cdfc797102f255a7bb8e5e059a54e1749982,0.7,5,34,1,4,40,1.600000,0.975503159
lstm_augmented_grouped,RLVS,Violence/V_601.mp4,5741695b1f316e99813776a784d5cdfc797102f255a7bb8e5e059a54e1749982,0.7,7,34,1,6,50,2.000000,0.950742389
gru_original_grouped,RLVS,Violence/V_601.mp4,5741695b1f316e99813776a784d5cdfc797102f255a7bb8e5e059a54e1749982,0.65,5,34,1,4,40,1.600000,0.993780959
gru_augmented_grouped,RLVS,Violence/V_601.mp4,5741695b1f316e99813776a784d5cdfc797102f255a7bb8e5e059a54e1749982,0.65,10,34,1,9,65,2.600000,0.995291799
lstm_original_grouped,RLVS,Violence/V_758.mp4,314c802441f7251a334d6610f0ee0459a146e21d90ee524379d07fa8f091da8d,0.7,5,23,1,4,40,1.600000,0.926864827
lstm_augmented_grouped,RLVS,Violence/V_758.mp4,314c802441f7251a334d6610f0ee0459a146e21d90ee524379d07fa8f091da8d,0.7,7,23,1,6,50,2.000000,0.848981193
gru_original_grouped,RLVS,Violence/V_758.mp4,314c802441f7251a334d6610f0ee0459a146e21d90ee524379d07fa8f091da8d,0.65,5,23,1,15,95,3.800000,0.703181636
gru_augmented_grouped,RLVS,Violence/V_758.mp4,314c802441f7251a334d6610f0ee0459a146e21d90ee524379d07fa8f091da8d,0.65,10,23,1,18,110,4.400000,0.728607544
lstm_original_grouped,RLVS,Violence/V_675.mp4,8b008e3d8fb929e080fdba711ed44f97d11b7ecb12cc34b169a19b39b9eca82d,0.7,5,22,1,4,40,1.600000,0.926331735
lstm_augmented_grouped,RLVS,Violence/V_675.mp4,8b008e3d8fb929e080fdba711ed44f97d11b7ecb12cc34b169a19b39b9eca82d,0.7,7,22,1,6,50,2.000000,0.787086104
gru_original_grouped,RLVS,Violence/V_675.mp4,8b008e3d8fb929e080fdba711ed44f97d11b7ecb12cc34b169a19b39b9eca82d,0.65,5,22,1,4,40,1.600000,0.875449967
gru_augmented_grouped,RLVS,Violence/V_675.mp4,8b008e3d8fb929e080fdba711ed44f97d11b7ecb12cc34b169a19b39b9eca82d,0.65,10,22,1,9,65,2.600000,0.949651283
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0163.avi,bf04c8e9898cb4fee4c636621ee191de7212c8d229a87933ce4c82608b972e6c,0.7,5,27,1,4,40,1.600000,0.952382898
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0163.avi,bf04c8e9898cb4fee4c636621ee191de7212c8d229a87933ce4c82608b972e6c,0.7,7,27,1,6,50,2.000000,0.954396256
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0163.avi,bf04c8e9898cb4fee4c636621ee191de7212c8d229a87933ce4c82608b972e6c,0.65,5,27,1,4,40,1.600000,0.916687787
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0163.avi,bf04c8e9898cb4fee4c636621ee191de7212c8d229a87933ce4c82608b972e6c,0.65,10,27,1,9,65,2.600000,0.949520433
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0167.avi,80ee92a8e3021f63e797c70b1bbbb11bc98194ebf196491b74e6fd7feea8d6db,0.7,5,27,1,4,40,1.600000,0.915203750
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0167.avi,80ee92a8e3021f63e797c70b1bbbb11bc98194ebf196491b74e6fd7feea8d6db,0.7,7,27,1,6,50,2.000000,0.947885505
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0167.avi,80ee92a8e3021f63e797c70b1bbbb11bc98194ebf196491b74e6fd7feea8d6db,0.65,5,27,1,4,40,1.600000,0.914850008
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0167.avi,80ee92a8e3021f63e797c70b1bbbb11bc98194ebf196491b74e6fd7feea8d6db,0.65,10,27,1,9,65,2.600000,0.935859245
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0472.avi,eacf70cd5ef4e99bd2c1db6f6fc1ce1d2e4a60e9c0530460303f4dc7cb82edc4,0.7,5,27,1,8,60,2.400000,0.707429385
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0472.avi,eacf70cd5ef4e99bd2c1db6f6fc1ce1d2e4a60e9c0530460303f4dc7cb82edc4,0.7,7,27,1,6,50,2.000000,0.738245700
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0472.avi,eacf70cd5ef4e99bd2c1db6f6fc1ce1d2e4a60e9c0530460303f4dc7cb82edc4,0.65,5,27,1,7,55,2.200000,0.674985957
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0472.avi,eacf70cd5ef4e99bd2c1db6f6fc1ce1d2e4a60e9c0530460303f4dc7cb82edc4,0.65,10,27,1,9,65,2.600000,0.828582901
lstm_original_grouped,RLVS,Violence/V_108.mp4,6b02930394f63e82863ef882782a7d1e0a97900bbdd6edbc0c453eab59164bfa,0.7,5,21,1,4,40,1.600000,0.986319387
lstm_augmented_grouped,RLVS,Violence/V_108.mp4,6b02930394f63e82863ef882782a7d1e0a97900bbdd6edbc0c453eab59164bfa,0.7,7,21,1,6,50,2.000000,0.976893502
gru_original_grouped,RLVS,Violence/V_108.mp4,6b02930394f63e82863ef882782a7d1e0a97900bbdd6edbc0c453eab59164bfa,0.65,5,21,1,4,40,1.600000,0.983425093
gru_augmented_grouped,RLVS,Violence/V_108.mp4,6b02930394f63e82863ef882782a7d1e0a97900bbdd6edbc0c453eab59164bfa,0.65,10,21,1,9,65,2.600000,0.976539856
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0165.avi,242aa37fbdc6e40166ebf3bb172ec038bf5ba04372641139d3e57cc340f28f57,0.7,5,27,1,4,40,1.600000,0.959829617
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0165.avi,242aa37fbdc6e40166ebf3bb172ec038bf5ba04372641139d3e57cc340f28f57,0.7,7,27,1,6,50,2.000000,0.958523946
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0165.avi,242aa37fbdc6e40166ebf3bb172ec038bf5ba04372641139d3e57cc340f28f57,0.65,5,27,1,4,40,1.600000,0.902347088
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0165.avi,242aa37fbdc6e40166ebf3bb172ec038bf5ba04372641139d3e57cc340f28f57,0.65,10,27,1,9,65,2.600000,0.905224860
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0525.avi,0d8813281b2783aeea1cbe06da7fafe87ce540a03b44b613640e5bf578101307,0.7,5,27,1,4,40,1.600000,0.925627124
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0525.avi,0d8813281b2783aeea1cbe06da7fafe87ce540a03b44b613640e5bf578101307,0.7,7,27,1,6,50,2.000000,0.960806634
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0525.avi,0d8813281b2783aeea1cbe06da7fafe87ce540a03b44b613640e5bf578101307,0.65,5,27,1,4,40,1.600000,0.926810789
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0525.avi,0d8813281b2783aeea1cbe06da7fafe87ce540a03b44b613640e5bf578101307,0.65,10,27,1,9,65,2.600000,0.877874690
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0122.avi,5343d6f905828df0113a1a5750a60fda3961b0d7c7398aff974187e34177de1c,0.7,5,27,1,4,40,1.600000,0.902191794
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0122.avi,5343d6f905828df0113a1a5750a60fda3961b0d7c7398aff974187e34177de1c,0.7,7,27,1,6,50,2.000000,0.919279746
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0122.avi,5343d6f905828df0113a1a5750a60fda3961b0d7c7398aff974187e34177de1c,0.65,5,27,1,4,40,1.600000,0.904425061
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0122.avi,5343d6f905828df0113a1a5750a60fda3961b0d7c7398aff974187e34177de1c,0.65,10,27,1,9,65,2.600000,0.864365685
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0339.avi,4c055af5d0844d6493cce1cdd2d6ce7c0a3b3c716807087ccad1f7f91d0ad516,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0339.avi,4c055af5d0844d6493cce1cdd2d6ce7c0a3b3c716807087ccad1f7f91d0ad516,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0339.avi,4c055af5d0844d6493cce1cdd2d6ce7c0a3b3c716807087ccad1f7f91d0ad516,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0339.avi,4c055af5d0844d6493cce1cdd2d6ce7c0a3b3c716807087ccad1f7f91d0ad516,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0559.avi,ee245de15b2d748c0c277fc82590759de64dd9d5d7043e44d085ac3c60db6277,0.7,5,27,1,4,40,1.600000,0.969048381
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0559.avi,ee245de15b2d748c0c277fc82590759de64dd9d5d7043e44d085ac3c60db6277,0.7,7,27,1,6,50,2.000000,0.981855111
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0559.avi,ee245de15b2d748c0c277fc82590759de64dd9d5d7043e44d085ac3c60db6277,0.65,5,27,1,4,40,1.600000,0.976368272
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0559.avi,ee245de15b2d748c0c277fc82590759de64dd9d5d7043e44d085ac3c60db6277,0.65,10,27,1,9,65,2.600000,0.926347399
lstm_original_grouped,RLVS,Violence/V_69.mp4,0db3b3cc8c2218bcc2543f9c531bce00b4573c849f4c59ca970b1afaf27fe6e7,0.7,5,18,1,4,40,1.600000,0.986524010
lstm_augmented_grouped,RLVS,Violence/V_69.mp4,0db3b3cc8c2218bcc2543f9c531bce00b4573c849f4c59ca970b1afaf27fe6e7,0.7,7,18,1,6,50,2.000000,0.983983644
gru_original_grouped,RLVS,Violence/V_69.mp4,0db3b3cc8c2218bcc2543f9c531bce00b4573c849f4c59ca970b1afaf27fe6e7,0.65,5,18,1,4,40,1.600000,0.982862449
gru_augmented_grouped,RLVS,Violence/V_69.mp4,0db3b3cc8c2218bcc2543f9c531bce00b4573c849f4c59ca970b1afaf27fe6e7,0.65,10,18,1,9,65,2.600000,0.966124851
lstm_original_grouped,RLVS,Violence/V_674.mp4,76b9f183440b428c716cb864be394bb8208ee1618f0c9294e3da7aec198d26f7,0.7,5,22,1,4,40,1.600000,0.917412710
lstm_augmented_grouped,RLVS,Violence/V_674.mp4,76b9f183440b428c716cb864be394bb8208ee1618f0c9294e3da7aec198d26f7,0.7,7,22,1,7,55,2.200000,0.733445495
gru_original_grouped,RLVS,Violence/V_674.mp4,76b9f183440b428c716cb864be394bb8208ee1618f0c9294e3da7aec198d26f7,0.65,5,22,1,5,45,1.800000,0.662910998
gru_augmented_grouped,RLVS,Violence/V_674.mp4,76b9f183440b428c716cb864be394bb8208ee1618f0c9294e3da7aec198d26f7,0.65,10,22,1,9,65,2.600000,0.876810420
lstm_original_grouped,RLVS,Violence/V_971.mp4,253d3525c240aed208bb513cb8c96f0a2791b2ab188f6aec1cf54e2eb58462a0,0.7,5,28,1,4,40,1.600000,0.993011808
lstm_augmented_grouped,RLVS,Violence/V_971.mp4,253d3525c240aed208bb513cb8c96f0a2791b2ab188f6aec1cf54e2eb58462a0,0.7,7,28,1,6,50,2.000000,0.984735268
gru_original_grouped,RLVS,Violence/V_971.mp4,253d3525c240aed208bb513cb8c96f0a2791b2ab188f6aec1cf54e2eb58462a0,0.65,5,28,1,4,40,1.600000,0.994737792
gru_augmented_grouped,RLVS,Violence/V_971.mp4,253d3525c240aed208bb513cb8c96f0a2791b2ab188f6aec1cf54e2eb58462a0,0.65,10,28,1,9,65,2.600000,0.994391620
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0680.avi,44b436ecc8418a20ad36c8b16da08974f691131a4a7a95d82e0112d3d16b423f,0.7,5,27,1,4,40,1.600000,0.952639341
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0680.avi,44b436ecc8418a20ad36c8b16da08974f691131a4a7a95d82e0112d3d16b423f,0.7,7,27,1,6,50,2.000000,0.880192935
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0680.avi,44b436ecc8418a20ad36c8b16da08974f691131a4a7a95d82e0112d3d16b423f,0.65,5,27,1,4,40,1.600000,0.897869623
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0680.avi,44b436ecc8418a20ad36c8b16da08974f691131a4a7a95d82e0112d3d16b423f,0.65,10,27,1,9,65,2.600000,0.728627658
lstm_original_grouped,RLVS,Violence/V_486.mp4,5a769a31ddf02773218fa929ebfe17428636702facdeeed475090b1629ef6d05,0.7,5,27,1,4,40,1.600000,0.997637546
lstm_augmented_grouped,RLVS,Violence/V_486.mp4,5a769a31ddf02773218fa929ebfe17428636702facdeeed475090b1629ef6d05,0.7,7,27,1,6,50,2.000000,0.995787416
gru_original_grouped,RLVS,Violence/V_486.mp4,5a769a31ddf02773218fa929ebfe17428636702facdeeed475090b1629ef6d05,0.65,5,27,1,4,40,1.600000,0.999246550
gru_augmented_grouped,RLVS,Violence/V_486.mp4,5a769a31ddf02773218fa929ebfe17428636702facdeeed475090b1629ef6d05,0.65,10,27,1,9,65,2.600000,0.998833477
lstm_original_grouped,RLVS,Violence/V_230.mp4,b83aa0026d412b9364b95406e53ad8730c0e1ae8aafe72513def2e9865a0608b,0.7,5,27,1,4,40,1.600000,0.992027426
lstm_augmented_grouped,RLVS,Violence/V_230.mp4,b83aa0026d412b9364b95406e53ad8730c0e1ae8aafe72513def2e9865a0608b,0.7,7,27,1,6,50,2.000000,0.992358540
gru_original_grouped,RLVS,Violence/V_230.mp4,b83aa0026d412b9364b95406e53ad8730c0e1ae8aafe72513def2e9865a0608b,0.65,5,27,1,4,40,1.600000,0.995567799
gru_augmented_grouped,RLVS,Violence/V_230.mp4,b83aa0026d412b9364b95406e53ad8730c0e1ae8aafe72513def2e9865a0608b,0.65,10,27,1,9,65,2.600000,0.989055103
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0293.avi,e5ebe2b8210761a91528fb4cb45cf4b542378fb109ed3e6943d883b4ad895d36,0.7,5,27,1,8,60,2.400000,0.744115376
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0293.avi,e5ebe2b8210761a91528fb4cb45cf4b542378fb109ed3e6943d883b4ad895d36,0.7,7,27,1,22,130,5.200000,0.734822810
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0293.avi,e5ebe2b8210761a91528fb4cb45cf4b542378fb109ed3e6943d883b4ad895d36,0.65,5,27,1,18,110,4.400000,0.678257978
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0293.avi,e5ebe2b8210761a91528fb4cb45cf4b542378fb109ed3e6943d883b4ad895d36,0.65,10,27,1,26,150,6.000000,0.660905226
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0552.avi,59c846af7f4d0db3ca3890c8cc701c74350f86ab16c06a0146c5d6f7b957c69b,0.7,5,27,1,4,40,1.600000,0.882751071
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0552.avi,59c846af7f4d0db3ca3890c8cc701c74350f86ab16c06a0146c5d6f7b957c69b,0.7,7,27,1,6,50,2.000000,0.821152525
